"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",56533,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",57856,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",58897,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",60036,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",61247,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",62788,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",64708,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",65893,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",1229,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",1288,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",1336,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",1694,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",2031,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",2333,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",2392,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",2470,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",0,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",2.128,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",2.178,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",2.218,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",2.744,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",3.21,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",3.583,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",3.565,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",3.613,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",137,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",161,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",123,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",196,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",145,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",420,"B","Break"
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",229,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",212,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2014","2014",174285,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2015","2015",178340,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2016","2016",181685,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2017","2017",187345,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2018","2018",192263,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2019","2019",186801,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2020","2020",193380,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2021","2021",199506,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",174132,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",177378,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",180707,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",184906,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",189796,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",184205,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",190688,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",196598,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",153,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",962,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",978,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",2439,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",2467,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",2596,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",2692,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",2908,,
"NLD","Netherlands","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",0.088,,
"NLD","Netherlands","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",0.539,,
"NLD","Netherlands","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",0.538,,
"NLD","Netherlands","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",1.302,,
"NLD","Netherlands","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",1.283,,
"NLD","Netherlands","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",1.39,,
"NLD","Netherlands","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",1.392,,
"NLD","Netherlands","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",1.458,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",49,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",100,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",84,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",127,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",135,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",381,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",196,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",316,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2014","2014",22692,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2015","2015",23040,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2016","2016",23917,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2017","2017",24906,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2018","2018",25700,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2019","2019",26452,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2020","2020",27237,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2021","2021",27781,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",13921,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",13986,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",14347,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",14752,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",15030,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",15283,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",15579,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",15732,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",8462,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",8733,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",9263,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",9818,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",10302,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",10794,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",11239,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",11697,,
"NOR","Norway","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",4512,,
"NOR","Norway","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",4467,,
"NOR","Norway","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",4829,,
"NOR","Norway","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",5163,,
"NOR","Norway","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",5529,,
"NOR","Norway","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",5836,,
"NOR","Norway","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",6192,,
"NOR","Norway","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",6480,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",309,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",321,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",307,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",336,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",368,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",375,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",419,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",352,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",37.291,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",37.904,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",38.73,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",39.42,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",40.086,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",40.806,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",41.264,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",42.1,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2014","2014",89558,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2015","2015",92673,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2016","2016",94352,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2017","2017",96062,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2018","2018",96949,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2019","2019",98487,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2020","2020",99749,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2021","2021",101927,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",77867,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",80813,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",82606,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",84352,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",86068,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",87644,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",89179,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",91356,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",8036,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",8317,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",8321,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",8390,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",6057,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",6136,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",6086,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",6275,,
"NOR","Norway","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",1110,,
"NOR","Norway","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",1128,,
"NOR","Norway","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2016","2016",1128,,
"NOR","Norway","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2017","2017",1113,,
"NOR","Norway","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2018","2018",1118,,
"NOR","Norway","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2019","2019",1111,,
"NOR","Norway","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2020","2020",1113,,
"NOR","Norway","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2021","2021",1140,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",3655,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",3543,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",3425,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",3320,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",4824,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",4707,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",4484,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",4296,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",8.973,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",8.975,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",8.819,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",8.734,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",6.248,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",6.23,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",6.101,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",6.16,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2014","2014",129031,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2015","2015",131059,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2016","2016",133283,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2017","2017",135468,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2018","2018",138036,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2019","2019",140589,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2020","2020",142718,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2021","2021",146107,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",126729,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",128701,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",130832,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",132919,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",135358,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",137655,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",139530,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",142170,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",2302,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",2358,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",2451,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",2549,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",2678,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",2934,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",3188,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",3937,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",1.78,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",1.8,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",1.84,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",1.88,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",1.94,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",2.09,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",2.23,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",2.69,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",157,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",104,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",174,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",172,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",240,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",365,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",390,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",887,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2015","2015",285390,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2016","2016",288395,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2017","2017",291790,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2018","2018",295437,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2019","2019",299619,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2020","2020",303211,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2021","2021",307832,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",288245,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",291628,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",295246,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",299376,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",302896,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",307250,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",150,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",162,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",191,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",243,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",315,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",582,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",0.05,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",0.06,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",0.06,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",0.08,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",0.1,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",0.19,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2014","2014",34348,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2015","2015",35325,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2016","2016",36175,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2017","2017",36900,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2018","2018",37525,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2019","2019",37882,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2020","2020",38502,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2021","2021",39222,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",23870,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",24187,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",24275,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",24330,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",24259,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",24127,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",24116,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",24145,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",10478,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",11138,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",11900,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",12570,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",13266,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",13755,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",14386,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",15077,,
"CHE","Switzerland","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",30.505,,
"CHE","Switzerland","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",31.53,,
"CHE","Switzerland","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",32.896,,
"CHE","Switzerland","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",34.065,,
"CHE","Switzerland","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",35.352,,
"CHE","Switzerland","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",36.3,,
"CHE","Switzerland","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",37.36,,
"CHE","Switzerland","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",38.44,,
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2014","2014",66445,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2015","2015",68785,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2016","2016",70866,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2017","2017",71005,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2018","2018",72521,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2019","2019",74245,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2020","2020",76663,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2021","2021",77173,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",35129,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",39509,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",42217,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",42974,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",42925,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",46741,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",48978,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",48854,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",16756,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",17765,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",18352,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",18403,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",18122,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",19208,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",19947,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",19721,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",14560,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",11511,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",10297,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",9628,"D","Difference in methodology"
